Date,Close
07-11-1997,4.479166508
10-11-1997,4.208333492
11-11-1997,3.947916746
12-11-1997,3.770833254
13-11-1997,3.859375
14-11-1997,4.166666508
17-11-1997,4.375
18-11-1997,4.416666508
19-11-1997,4.510416508
20-11-1997,4.583333492
21-11-1997,4.489583492
24-11-1997,4.229166508
25-11-1997,4.203125
26-11-1997,4.260416508
28-11-1997,4.125
01-12-1997,4.270833492
02-12-1997,4.234375
03-12-1997,4.364583492
04-12-1997,4.5
05-12-1997,4.59375
08-12-1997,4.708333492
09-12-1997,4.6875
10-12-1997,4.510416508
11-12-1997,4.6875
12-12-1997,4.541666508
15-12-1997,4.583333492
16-12-1997,4.458333492
17-12-1997,4.390625
18-12-1997,4.291666508
19-12-1997,4.5
22-12-1997,4.697916508
23-12-1997,4.625
24-12-1997,4.604166508
26-12-1997,4.520833492
29-12-1997,4.75
30-12-1997,4.848958492
31-12-1997,5.020833492
02-01-1998,4.958333492
05-01-1998,4.75
06-01-1998,4.838541508
07-01-1998,4.78125
08-01-1998,4.614583492
09-01-1998,4.260416508
12-01-1998,4.302083492
13-01-1998,4.645833492
14-01-1998,4.875
15-01-1998,4.953125
16-01-1998,4.791666508
20-01-1998,4.953125
21-01-1998,5.072916508
22-01-1998,5.135416508
23-01-1998,4.9375
26-01-1998,4.8125
27-01-1998,4.75
28-01-1998,4.770833492
29-01-1998,4.958333492
30-01-1998,4.916666508
02-02-1998,5.197916508
03-02-1998,5.151041508
04-02-1998,5.0625
05-02-1998,4.9375
06-02-1998,4.90625
09-02-1998,4.854166508
10-02-1998,5.302083492
11-02-1998,5.291666508
12-02-1998,5.260416508
13-02-1998,5.1875
17-02-1998,5.145833492
18-02-1998,5.072916508
19-02-1998,5.229166508
20-02-1998,5.270833492
23-02-1998,5.40625
24-02-1998,5.40625
25-02-1998,5.489583492
26-02-1998,6.0625
27-02-1998,6.416666508
02-03-1998,6.354166508
03-03-1998,5.979166508
04-03-1998,6.119791508
05-03-1998,6.25
06-03-1998,6.395833492
09-03-1998,6.958333492
10-03-1998,6.92578125
11-03-1998,6.635416508
12-03-1998,6.541666508
13-03-1998,6.557291508
16-03-1998,6.583333492
17-03-1998,6.65625
18-03-1998,7.109375
19-03-1998,7
20-03-1998,7
23-03-1998,6.984375
24-03-1998,7.020833492
25-03-1998,6.807291508
26-03-1998,6.895833492
27-03-1998,7.083333492
30-03-1998,7.15625
31-03-1998,7.127604008
01-04-1998,7.510416508
02-04-1998,7.921875
03-04-1998,7.75
06-04-1998,7.385416508
07-04-1998,7.166666508
08-04-1998,7.385416508
09-04-1998,7.9375
13-04-1998,7.859375
14-04-1998,8.098958015
15-04-1998,8.010416985
16-04-1998,8.208333015
17-04-1998,7.90625
20-04-1998,7.854166508
21-04-1998,7.755208492
22-04-1998,7.270833492
23-04-1998,6.75
24-04-1998,7.072916508
27-04-1998,6.895833492
28-04-1998,7.96875
29-04-1998,7.958333492
30-04-1998,7.645833492
01-05-1998,7.875
04-05-1998,7.9375
05-05-1998,7.809895992
06-05-1998,7.53125
07-05-1998,7.583333492
08-05-1998,7.697916508
11-05-1998,7.239583492
12-05-1998,7.614583492
13-05-1998,7.739583492
14-05-1998,7.630208492
15-05-1998,7.46875
18-05-1998,7.338541508
19-05-1998,7.53125
20-05-1998,7.385416508
21-05-1998,7.395833492
22-05-1998,7.166666508
26-05-1998,6.822916508
27-05-1998,7.21875
28-05-1998,7.161458492
29-05-1998,7.34375
01-06-1998,7.135416508
02-06-1998,7.28125
03-06-1998,7.041666508
04-06-1998,7.3125
05-06-1998,7.375
08-06-1998,7.708333492
09-06-1998,8.541666985
10-06-1998,9.020833015
11-06-1998,10.41666698
12-06-1998,10.16666698
15-06-1998,10.95833302
16-06-1998,12.27083302
17-06-1998,13.16666698
18-06-1998,12.02083302
19-06-1998,12.63541698
22-06-1998,13.5625
23-06-1998,15.44791698
24-06-1998,16.63541603
25-06-1998,16.51041603
26-06-1998,15.70833302
29-06-1998,16.45833397
30-06-1998,16.625
01-07-1998,19.02083397
02-07-1998,20.66666603
06-07-1998,23.25
07-07-1998,20.35416603
08-07-1998,17.85416603
09-07-1998,17.58333397
10-07-1998,16.58333397
13-07-1998,17.9375
14-07-1998,19.16666603
15-07-1998,18.75
16-07-1998,18.89583397
17-07-1998,19.96875
20-07-1998,22.91666603
21-07-1998,22.01041603
22-07-1998,22.33333397
23-07-1998,21.27083397
24-07-1998,20.70833397
27-07-1998,20.92708397
28-07-1998,19.82291603
29-07-1998,17.96875
30-07-1998,18.95833397
31-07-1998,18.47916603
03-08-1998,18.04166603
04-08-1998,18.3125
05-08-1998,17.69791603
06-08-1998,18.25
07-08-1998,19.33333397
10-08-1998,20.27083397
11-08-1998,20.66666603
12-08-1998,21.72916603
13-08-1998,21.25
14-08-1998,20.45833397
17-08-1998,19.94791603
18-08-1998,21.44791603
19-08-1998,21.45833397
20-08-1998,21.52083397
21-08-1998,21.61458397
24-08-1998,22.45833397
25-08-1998,21.9375
26-08-1998,21.20833397
27-08-1998,19.83333397
28-08-1998,17.6484375
31-08-1998,13.95833302
01-09-1998,13.32552052
02-09-1998,14.64583302
03-09-1998,14.3125
04-09-1998,14.375
08-09-1998,15.375
09-09-1998,14.08333302
10-09-1998,13.27083302
11-09-1998,12.67708302
14-09-1998,12.28125
15-09-1998,12.16666698
16-09-1998,14.08333302
17-09-1998,12.83333302
18-09-1998,13.28125
21-09-1998,14.25
22-09-1998,14.69791698
23-09-1998,17.52083397
24-09-1998,17.02083397
25-09-1998,18.20833397
28-09-1998,19.27083397
29-09-1998,18.85416603
30-09-1998,18.60416603
01-10-1998,17.10416603
02-10-1998,18.375
05-10-1998,17.45052147
06-10-1998,18.05208397
07-10-1998,15.57291698
08-10-1998,14.36458302
09-10-1998,15.19791698
12-10-1998,15.53125
13-10-1998,15.22916698
14-10-1998,15.58333302
15-10-1998,16.17708397
16-10-1998,16.57291603
19-10-1998,17.625
20-10-1998,17.79166603
21-10-1998,18.33333397
22-10-1998,19.11458397
23-10-1998,19.35416603
26-10-1998,20.23958397
27-10-1998,19.38541603
28-10-1998,19.51041603
29-10-1998,21.08333397
30-10-1998,21.07291603
02-11-1998,21.83333397
03-11-1998,21.01041603
04-11-1998,21.63541603
05-11-1998,21.41666603
06-11-1998,20.76041603
09-11-1998,21.14583397
10-11-1998,21.95833397
11-11-1998,21.10416603
12-11-1998,21.83333397
13-11-1998,21.29166603
16-11-1998,21.04166603
17-11-1998,24.75
18-11-1998,27.33333397
19-11-1998,25.54166603
20-11-1998,30.10416603
23-11-1998,36.33333206
24-11-1998,35.75
25-11-1998,35.05208206
27-11-1998,36.10416794
30-11-1998,32
01-12-1998,34.91666794
02-12-1998,33.25
03-12-1998,31.58333397
04-12-1998,31.41666603
07-12-1998,31.83333397
08-12-1998,34.01041794
09-12-1998,36.04166794
10-12-1998,35.52083206
11-12-1998,37.16666794
14-12-1998,37.04166794
15-12-1998,40.45833206
16-12-1998,48.16666794
17-12-1998,46.125
18-12-1998,47.78125
21-12-1998,53.125
22-12-1998,53.72916794
23-12-1998,54.16666794
24-12-1998,54.13541794
28-12-1998,58.65625
29-12-1998,55.38541794
30-12-1998,53.54166794
31-12-1998,53.54166794
04-01-1999,59.15625
05-01-1999,62.25
06-01-1999,69
07-01-1999,79.4375
08-01-1999,80.125
11-01-1999,92.3125
12-01-1999,81.6875
13-01-1999,74
14-01-1999,69
15-01-1999,70.1875
19-01-1999,69.90625
20-01-1999,56.5
21-01-1999,53
22-01-1999,61.5
25-01-1999,56.1875
26-01-1999,57.546875
27-01-1999,62.8125
28-01-1999,61.4375
29-01-1999,58.46875
01-02-1999,57.9375
02-02-1999,55.125
03-02-1999,62.875
04-02-1999,59
05-02-1999,57.9375
08-02-1999,54.5625
09-02-1999,50
10-02-1999,48.71875
11-02-1999,54.9375
12-02-1999,52.25
16-02-1999,49.3125
17-02-1999,46.75
18-02-1999,44.75
19-02-1999,50.9375
22-02-1999,53.25
23-02-1999,57.59375
24-02-1999,55.46875
25-02-1999,62.5
26-02-1999,64.0625
01-03-1999,66.5
02-03-1999,60.65625
03-03-1999,61.75
04-03-1999,60.0625
05-03-1999,60.75
08-03-1999,61.09375
09-03-1999,64.96875
10-03-1999,68.5625
11-03-1999,67.4375
12-03-1999,66.65625
15-03-1999,69.46875
16-03-1999,66.90625
17-03-1999,65.5
18-03-1999,69.21875
19-03-1999,67.53125
22-03-1999,66
23-03-1999,59.6875
24-03-1999,61.84375
25-03-1999,69.9375
26-03-1999,69.53125
29-03-1999,74.8125
30-03-1999,82.34375
31-03-1999,86.09375
01-04-1999,85.5
05-04-1999,93.25
06-04-1999,91.4375
07-04-1999,87.90625
08-04-1999,89.5
09-04-1999,91.4375
12-04-1999,92.21875
13-04-1999,89.1875
14-04-1999,84
15-04-1999,83.625
16-04-1999,95
19-04-1999,79.46875
20-04-1999,86
21-04-1999,89.625
22-04-1999,95.03125
23-04-1999,105.0625
26-04-1999,103.59375
27-04-1999,102.9375
28-04-1999,96.75
29-04-1999,84.125
30-04-1999,86.03125
03-05-1999,75.46875
04-05-1999,71.5
05-05-1999,73.25
06-05-1999,68.6875
07-05-1999,68.1875
10-05-1999,73.4375
11-05-1999,74.1875
12-05-1999,71.46875
13-05-1999,68
14-05-1999,66.1875
17-05-1999,68.8125
18-05-1999,66.3125
19-05-1999,69.78125
20-05-1999,65.40625
21-05-1999,64.28125
24-05-1999,58.75
25-05-1999,55.78125
26-05-1999,60.46875
27-05-1999,57.28125
28-05-1999,59.375
01-06-1999,52.90625
02-06-1999,56.0625
03-06-1999,52.53125
04-06-1999,54.21875
07-06-1999,58.6875
08-06-1999,55.78125
09-06-1999,57
10-06-1999,57.96875
11-06-1999,52.90625
14-06-1999,46
15-06-1999,48.25
16-06-1999,55.84375
17-06-1999,56.46875
18-06-1999,55.65625
21-06-1999,61.75
22-06-1999,58.75
23-06-1999,58.875
24-06-1999,56.8125
25-06-1999,55.09375
28-06-1999,55.34375
29-06-1999,58.03125
30-06-1999,62.5625
01-07-1999,61.1875
02-07-1999,62.03125
06-07-1999,63.4375
07-07-1999,60.9375
08-07-1999,62.6875
09-07-1999,62.75
12-07-1999,58.6875
13-07-1999,63.0625
14-07-1999,67.5
15-07-1999,69.78125
16-07-1999,68.8125
19-07-1999,65.84375
20-07-1999,60.0625
21-07-1999,62.71875
22-07-1999,53.40625
23-07-1999,57.28125
26-07-1999,52.96875
27-07-1999,50.5
28-07-1999,52.875
29-07-1999,50.78125
30-07-1999,50.03125
02-08-1999,47
03-08-1999,47.4375
04-08-1999,44.21875
05-08-1999,48.625
06-08-1999,44.78125
09-08-1999,42.75
10-08-1999,45.5
11-08-1999,45.46875
12-08-1999,45.875
13-08-1999,48.71875
16-08-1999,49.15625
17-08-1999,54.625
18-08-1999,56.5625
19-08-1999,53.0625
20-08-1999,56.71875
23-08-1999,59.1875
24-08-1999,60.03125
25-08-1999,66.4375
26-08-1999,64.28125
27-08-1999,64.25
30-08-1999,59.625
31-08-1999,62.1875
01-09-1999,59.53125
02-09-1999,60.0625
03-09-1999,62.4375
07-09-1999,62.9375
08-09-1999,61.4375
09-09-1999,63.625
10-09-1999,66.5
13-09-1999,63.3125
14-09-1999,66
15-09-1999,65.5625
16-09-1999,65.25
17-09-1999,63.8125
20-09-1999,62.75
21-09-1999,62.25
22-09-1999,66
23-09-1999,62.25
24-09-1999,65
27-09-1999,62.5625
28-09-1999,65.875
29-09-1999,80.75
30-09-1999,79.9375
01-10-1999,77.25
04-10-1999,77.0625
05-10-1999,78.4375
06-10-1999,82.4375
07-10-1999,87.3125
08-10-1999,89.25
11-10-1999,88.375
12-10-1999,84.9375
13-10-1999,79.9375
14-10-1999,79.59375
15-10-1999,75.0625
18-10-1999,74.0625
19-10-1999,76.625
20-10-1999,80.5
21-10-1999,80.75
22-10-1999,78.625
25-10-1999,82.75
26-10-1999,81.25
27-10-1999,75.9375
28-10-1999,71
29-10-1999,70.625
01-11-1999,69.125
02-11-1999,66.4375
03-11-1999,65.8125
04-11-1999,63.0625
05-11-1999,64.9375
08-11-1999,78
09-11-1999,70.8125
10-11-1999,72
11-11-1999,73
12-11-1999,74.9375
15-11-1999,73.5
16-11-1999,78.9375
17-11-1999,76.5
18-11-1999,77.9375
19-11-1999,77.9375
22-11-1999,80.5
23-11-1999,81.75
24-11-1999,87.25
26-11-1999,93.125
29-11-1999,90.4375
30-11-1999,85.0625
01-12-1999,85
02-12-1999,89.0625
03-12-1999,86.5625
06-12-1999,87.75
07-12-1999,86.0625
08-12-1999,88.5625
09-12-1999,103.625
10-12-1999,106.6875
13-12-1999,102.5
14-12-1999,95.625
15-12-1999,96.5
16-12-1999,94.875
17-12-1999,94.0625
20-12-1999,97
21-12-1999,99.875
22-12-1999,97.6875
23-12-1999,90
27-12-1999,81.125
28-12-1999,82.3125
29-12-1999,83.5
30-12-1999,79.0625
31-12-1999,76.125
03-01-2000,89.375
04-01-2000,81.9375
05-01-2000,69.75
06-01-2000,65.5625
07-01-2000,69.5625
10-01-2000,69.1875
11-01-2000,66.75
12-01-2000,63.5625
13-01-2000,65.9375
14-01-2000,64.25
18-01-2000,64.125
19-01-2000,66.8125
20-01-2000,64.75
21-01-2000,62.0625
24-01-2000,70.125
25-01-2000,69.25
26-01-2000,64.8125
27-01-2000,66.9375
28-01-2000,61.6875
31-01-2000,64.5625
01-02-2000,67.4375
02-02-2000,69.4375
03-02-2000,84.1875
04-02-2000,78.5625
07-02-2000,75
08-02-2000,83.125
09-02-2000,80.25
10-02-2000,76.1875
11-02-2000,76.1875
14-02-2000,74.4375
15-02-2000,73.8125
16-02-2000,70.6875
17-02-2000,69
18-02-2000,64.75
22-02-2000,63.5625
23-02-2000,70.4375
24-02-2000,68.4375
25-02-2000,69.125
28-02-2000,65.75
29-02-2000,68.875
01-03-2000,65.875
02-03-2000,62.5625
03-03-2000,62.5
06-03-2000,63.9375
07-03-2000,63.5
08-03-2000,63.625
09-03-2000,68.8125
10-03-2000,66.875
13-03-2000,65.3125
14-03-2000,65.625
15-03-2000,63.75
16-03-2000,66.25
17-03-2000,64.8125
20-03-2000,64.1875
21-03-2000,72.375
22-03-2000,70.6875
23-03-2000,67.6875
24-03-2000,72.6875
27-03-2000,73.125
28-03-2000,70.125
29-03-2000,66.25
30-03-2000,66.5
31-03-2000,67
03-04-2000,63.5625
04-04-2000,63.9375
05-04-2000,62.1875
06-04-2000,64.25
07-04-2000,67.5625
10-04-2000,63.375
11-04-2000,63.375
12-04-2000,56.375
13-04-2000,48
14-04-2000,46.875
17-04-2000,47.0625
18-04-2000,54.9375
19-04-2000,53.4375
20-04-2000,52.375
24-04-2000,49.8125
25-04-2000,52.4375
26-04-2000,53.5
27-04-2000,52.875
28-04-2000,55.1875
01-05-2000,59.9375
02-05-2000,56.125
03-05-2000,54.125
04-05-2000,55.0625
05-05-2000,58.5
08-05-2000,56.015625
09-05-2000,56.25
10-05-2000,53.3125
11-05-2000,54.875
12-05-2000,53.75
15-05-2000,56.0625
16-05-2000,59.0625
17-05-2000,61
18-05-2000,55.375
19-05-2000,52.625
22-05-2000,51.875
23-05-2000,46.6875
24-05-2000,48.5625
25-05-2000,45.5
26-05-2000,46.5
30-05-2000,51.75
31-05-2000,48.3125
01-06-2000,50.1875
02-06-2000,57.875
05-06-2000,54.5
06-06-2000,50.5625
07-06-2000,51.8125
08-06-2000,51.875
09-06-2000,52.1875
12-06-2000,48.4375
13-06-2000,49
14-06-2000,46.4375
15-06-2000,46.3125
16-06-2000,46
19-06-2000,45.3125
20-06-2000,46.125
21-06-2000,46.0625
22-06-2000,42
23-06-2000,33.875
26-06-2000,33.9375
27-06-2000,36.5
28-06-2000,37.875
29-06-2000,37.125
30-06-2000,36.3125
03-07-2000,37
05-07-2000,36.5
06-07-2000,36.0625
07-07-2000,36.125
10-07-2000,35.0625
11-07-2000,33.125
12-07-2000,35.0625
13-07-2000,35
14-07-2000,42.625
17-07-2000,41.125
18-07-2000,41.75
19-07-2000,40.875
20-07-2000,40.3125
21-07-2000,41.125
24-07-2000,38.75
25-07-2000,37.625
26-07-2000,36.0625
27-07-2000,31.375
28-07-2000,30
31-07-2000,30.125
01-08-2000,30.25
02-08-2000,30.8125
03-08-2000,31.5
04-08-2000,32.5
07-08-2000,33.8125
08-08-2000,32.9375
09-08-2000,30.875
10-08-2000,30.4375
11-08-2000,33.6875
14-08-2000,34.875
15-08-2000,37.5625
16-08-2000,38.625
17-08-2000,38.25
18-08-2000,39
21-08-2000,37.5
22-08-2000,36.5
23-08-2000,38.8125
24-08-2000,39.375
25-08-2000,39.9375
28-08-2000,39.125
29-08-2000,39.625
30-08-2000,42.9375
31-08-2000,41.5
01-09-2000,41.5
05-09-2000,45.6875
06-09-2000,45.875
07-09-2000,43.5
08-09-2000,42.9375
11-09-2000,42.375
12-09-2000,42.6875
13-09-2000,42.4375
14-09-2000,44.875
15-09-2000,43.625
18-09-2000,42.8125
19-09-2000,40.75
20-09-2000,37.5
21-09-2000,40.0625
22-09-2000,41.4375
25-09-2000,40.375
26-09-2000,39.75
27-09-2000,37.875
28-09-2000,40
29-09-2000,38.4375
02-10-2000,35.875
03-10-2000,35.0625
04-10-2000,36
05-10-2000,33.5625
06-10-2000,31.5625
09-10-2000,30.0625
10-10-2000,30.4375
11-10-2000,27.8125
12-10-2000,25.125
13-10-2000,28.4375
16-10-2000,24.3125
17-10-2000,21.9375
18-10-2000,25.125
19-10-2000,27.75
20-10-2000,30.8125
23-10-2000,30
24-10-2000,29.5625
25-10-2000,31.875
26-10-2000,36.875
27-10-2000,35.625
30-10-2000,32.875
31-10-2000,36.625
01-11-2000,37.375
02-11-2000,39.75
03-11-2000,37.5625
06-11-2000,36.5625
07-11-2000,36.9375
08-11-2000,33.875
09-11-2000,31.25
10-11-2000,30.0625
13-11-2000,27.8125
14-11-2000,28.9375
15-11-2000,29.5
16-11-2000,27.8125
17-11-2000,27.4375
20-11-2000,25.8125
21-11-2000,24.25
22-11-2000,25.1875
24-11-2000,28.9375
27-11-2000,28
28-11-2000,25.03125
29-11-2000,26.9375
30-11-2000,24.6875
01-12-2000,24.625
04-12-2000,26.5625
05-12-2000,25.375
06-12-2000,23.625
07-12-2000,21.375
08-12-2000,23.4375
11-12-2000,25.3125
12-12-2000,25.875
13-12-2000,23.75
14-12-2000,22.6875
15-12-2000,22.875
18-12-2000,19.875
19-12-2000,18.25
20-12-2000,16.6875
21-12-2000,15.1875
22-12-2000,15.5625
26-12-2000,16.9375
27-12-2000,16.875
28-12-2000,17.375
29-12-2000,15.5625
02-01-2001,13.875
03-01-2001,17.5625
04-01-2001,15.5
05-01-2001,14.5625
08-01-2001,14.9375
09-01-2001,16.375
10-01-2001,16.5
11-01-2001,17
12-01-2001,17.6875
16-01-2001,18.0625
17-01-2001,18.375
18-01-2001,19.5
19-01-2001,19.9375
22-01-2001,18.5
23-01-2001,18.953125
24-01-2001,21.875
25-01-2001,19
26-01-2001,19.5
29-01-2001,20.125
30-01-2001,18.9375
31-01-2001,17.3125
01-02-2001,16.25
02-02-2001,14.375
05-02-2001,14.4375
06-02-2001,15.8125
07-02-2001,15
08-02-2001,14.375
09-02-2001,13.375
12-02-2001,14.5
13-02-2001,13.75
14-02-2001,14.4375
15-02-2001,14.5
16-02-2001,13.6875
20-02-2001,12.5
21-02-2001,11.9375
22-02-2001,11.9375
23-02-2001,11.8125
26-02-2001,11.9375
27-02-2001,11.75
28-02-2001,10.1875
01-03-2001,10.4375
02-03-2001,10
05-03-2001,12.625
06-03-2001,11.875
07-03-2001,12.25
08-03-2001,11.6875
09-03-2001,12.25
12-03-2001,10.625
13-03-2001,11
14-03-2001,10.625
15-03-2001,10.875
16-03-2001,11
19-03-2001,10.5
20-03-2001,10.25
21-03-2001,10
22-03-2001,10.1875
23-03-2001,10.1875
26-03-2001,10.93999958
27-03-2001,11.64000034
28-03-2001,10.80000019
29-03-2001,10
30-03-2001,10.22999954
02-04-2001,9.100000381
03-04-2001,8.630000114
04-04-2001,8.399999619
05-04-2001,9.119999886
06-04-2001,8.369999886
09-04-2001,11.18000031
10-04-2001,12.01000023
11-04-2001,13.31999969
12-04-2001,14.67000008
16-04-2001,14.02999973
17-04-2001,14.73999977
18-04-2001,16.54000092
19-04-2001,15.98999977
20-04-2001,15.77999973
23-04-2001,16.20000076
24-04-2001,15.68000031
25-04-2001,16.09000015
26-04-2001,15.43000031
27-04-2001,15.27000046
30-04-2001,15.77999973
01-05-2001,16.88999939
02-05-2001,17.11000061
03-05-2001,16.75
04-05-2001,17.55999947
07-05-2001,16.92000008
08-05-2001,16.18000031
09-05-2001,15.01000023
10-05-2001,14.61999989
11-05-2001,14.68000031
14-05-2001,13.32999992
15-05-2001,13.53999996
16-05-2001,14.13000011
17-05-2001,14.77999973
18-05-2001,14.72000027
21-05-2001,16.37999916
22-05-2001,16.25
23-05-2001,15.60000038
24-05-2001,16.75
25-05-2001,17.09000015
29-05-2001,17.21999931
30-05-2001,15.65999985
31-05-2001,16.69000053
01-06-2001,16.95000076
04-06-2001,16.90999985
05-06-2001,16.44000053
06-06-2001,15.98999977
07-06-2001,16.12999916
08-06-2001,15.69999981
11-06-2001,14.85999966
12-06-2001,14.64000034
13-06-2001,14.11999989
14-06-2001,13.28999996
15-06-2001,12.48999977
18-06-2001,11.82999992
19-06-2001,11.35999966
20-06-2001,12.52999973
21-06-2001,13.07999992
22-06-2001,12.39999962
25-06-2001,12.81000042
26-06-2001,13.25
27-06-2001,14.03999996
28-06-2001,14.35999966
29-06-2001,14.14999962
02-07-2001,14.52999973
03-07-2001,14.13000011
05-07-2001,15.27000046
06-07-2001,15.27000046
09-07-2001,15.81000042
10-07-2001,15.60999966
11-07-2001,15.34000015
12-07-2001,16.48999977
13-07-2001,16.97999954
16-07-2001,16.01000023
17-07-2001,16.35000038
18-07-2001,15.96000004
19-07-2001,16.48999977
20-07-2001,16.97999954
23-07-2001,16.03000069
24-07-2001,12.06000042
25-07-2001,11.51000023
26-07-2001,12.32999992
27-07-2001,12.25
30-07-2001,12.55000019
31-07-2001,12.48999977
01-08-2001,12.5
02-08-2001,12.18999958
03-08-2001,12.14999962
06-08-2001,11.89999962
07-08-2001,11.60000038
08-08-2001,11.10999966
09-08-2001,10.46000004
10-08-2001,9.949999809
13-08-2001,10.11999989
14-08-2001,10.52999973
15-08-2001,10.07999992
16-08-2001,9.81000042
17-08-2001,9.989999771
20-08-2001,10.39999962
21-08-2001,9.890000343
22-08-2001,10.19999981
23-08-2001,9.630000114
24-08-2001,10.22999954
27-08-2001,10.13000011
28-08-2001,9.970000267
29-08-2001,9.18999958
30-08-2001,8.68999958
31-08-2001,8.93999958
04-09-2001,8.590000153
05-09-2001,7.650000095
06-09-2001,8.149999619
07-09-2001,8.510000229
10-09-2001,8.630000114
17-09-2001,7.489999771
18-09-2001,7.289999962
19-09-2001,7.309999943
20-09-2001,7.480000019
21-09-2001,7.480000019
24-09-2001,7.460000038
25-09-2001,7.090000153
26-09-2001,6.349999905
27-09-2001,6.199999809
28-09-2001,5.96999979
01-10-2001,6.010000229
02-10-2001,6.079999924
03-10-2001,6.760000229
04-10-2001,7.039999962
05-10-2001,7.199999809
08-10-2001,7.119999886
09-10-2001,6.909999847
10-10-2001,7.260000229
11-10-2001,7.849999905
12-10-2001,8.069999695
15-10-2001,8.880000114
16-10-2001,9.56000042
17-10-2001,8.920000076
18-10-2001,8.470000267
19-10-2001,8.010000229
22-10-2001,8.770000458
23-10-2001,9.550000191
24-10-2001,7.639999866
25-10-2001,7.769999981
26-10-2001,7.559999943
29-10-2001,7.050000191
30-10-2001,6.420000076
31-10-2001,6.980000019
01-11-2001,6.949999809
02-11-2001,6.710000038
05-11-2001,6.989999771
06-11-2001,7.050000191
07-11-2001,7.429999828
08-11-2001,6.96999979
09-11-2001,7.119999886
12-11-2001,7.050000191
13-11-2001,7.289999962
14-11-2001,9.489999771
15-11-2001,9.050000191
16-11-2001,8.949999809
19-11-2001,9.18999958
20-11-2001,8.600000381
21-11-2001,8.800000191
23-11-2001,9.079999924
26-11-2001,12.21000004
27-11-2001,11.47999954
28-11-2001,11.59000015
29-11-2001,11.14999962
30-11-2001,11.31999969
03-12-2001,10.48999977
04-12-2001,11.93000031
05-12-2001,11.76000023
06-12-2001,12.10000038
07-12-2001,11.71000004
10-12-2001,11.64999962
11-12-2001,12.23999977
12-12-2001,11.90999985
13-12-2001,10.89000034
14-12-2001,11
17-12-2001,10.81000042
18-12-2001,10.85999966
19-12-2001,10.71000004
20-12-2001,10.14999962
21-12-2001,10
24-12-2001,9.829999924
26-12-2001,11.10000038
27-12-2001,10.60000038
28-12-2001,10.89999962
